ID Empresa:,,,,,,,,,,,
RFC:,,,,,,,,,,,
Folio:,,,,,,,,,,,
Fecha Inicial:,,,,,,,,,,,
Fecha Final:,,,,,,,,,,,
Pagos,,,,,,,,,Factura,,
ID,Usuario,Fecha de elaboración,Tipo de factura,Importe,Conceptos,Empresa,Serie,Rfc,Folio,Fecha de factura,Estatus
1436,g.velazquez004,06/10/2016,FACTURA,38860,CURSO-TALLER LIDERAZGO TRANSFORMADOR.. ,EBC,EMP,AIP111003SE0,102301,06/10/2016,FACTURADO
35,g.velazquez004,06/10/2016,FACTURA,56582.19,IMPARTICIÓN DE MATERIA: GRUPO 3 TÉCNICA DE VENTAS.. ,EBC,EMP,DOC960723EK2,102300,06/10/2016,FACTURADO
568,g.velazquez004,06/10/2016,FACTURA,28420,"TALLER ""TÉCNICAS DE NEGOCIACIÓN PARA EL ÁREA DE COMPRAS"". DURACIÓN: 16 HORAS, 2 DE 2.. ",EBC,EMP,SPK090225B28,102299,06/10/2016,FACTURADO
568,g.velazquez004,06/10/2016,FACTURA,28420,"TALLER ""TÉCNICAS DE NEGOCIACIÓN PARA EL ÁREA DE COMPRAS"". DURACIÓN: 16 HORAS, 1 DE 2.. ",EBC,EMP,SPK090225B28,102298,06/10/2016,FACTURADO
464,g.velazquez004,06/10/2016,FACTURA,194880,IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL-MÓDULO 13.. ,EBC,EMP,ARG990409TB3,102297,06/10/2016,FACTURADO
1432,g.velazquez004,06/10/2016,FACTURA,69600,PROGRAMA DE CONTABILIDAD DE INSTRUMENTOS FINANCIEROS DERIVADOS Y OPERACIONES DE COBERTURA. BOLETÍN C-10.. ,EBC,EMP,PBI061115SC6,102296,06/10/2016,CANCELADO
1436,g.velazquez004,04/10/2016,FACTURA,38860,CURSO-TALLER LIDERAZGO TRANSFORMADOR.. ,EBC,EMP,AIP111003SE0,102047,04/10/2016,CANCELADO
35,g.velazquez004,04/10/2016,FACTURA,56582.19,IMPARTICIÓN DE MATERIA: GRUPO 3: TÉCNICA DE VENTAS.. ,EBC,EMP,DOC960723EK2,102040,04/10/2016,CANCELADO
568,g.velazquez004,03/10/2016,FACTURA,28420,"TALLER ""TÉCNICAS DE NEGOCIACIÓN PARA EL ÁREA DE COMPRAS"" DURACIÓN: 16 HORAS, 2 DE 2.. ",EBC,EMP,SPK090225B28,101947,03/10/2016,CANCELADO
568,g.velazquez004,03/10/2016,FACTURA,28420,"TALLER ""TÉCNICAS DE NEGOCIACIÓN PARA EL ÁREA DE COMPRAS"", DURACIÓN: 16 HORAS, 1 DE 2.. ",EBC,EMP,SPK090225B28,101946,03/10/2016,CANCELADO
464,g.velazquez004,03/10/2016,FACTURA,194880,IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL - MÓDULO 13.. ,EBC,EMP,ARG990409TB3,101945,03/10/2016,CANCELADO
67,g.velazquez004,03/10/2016,FACTURA,41820.75,"DESARROLLO DE ARTÍCULOS 2016, ENTREGA 9 DE 11.. ",EBC,EMP,AME860107KD9,101944,03/10/2016,FACTURADO
1432,g.velazquez004,03/10/2016,FACTURA,69600,PROGRAMA DE CONTABILIDAD DE INSTRUMENTOS FINANCIEROS DERIVADOS Y OPERACIONES DE COBERTURA. BOLETÍN C-10. ,EBC,EMP,PBI061115SC6,101943,03/10/2016,CANCELADO
1421,g.velazquez004,29/09/2016,FACTURA,5568,Asesorías participantes IMMEX.. ,EBC,EMP,IHA060815IE1,101742,29/09/2016,FACTURADO
8,g.velazquez004,29/09/2016,FACTURA,117392,GESTIÓN ADMINISTRATIVA PROGRAMA DE CONTROL INTERNO DE LA 2A Y 3A GENERACIÓN 2016.. ,EBC,EMP,BIM011108DJ5,101703,29/09/2016,FACTURADO
8,g.velazquez004,29/09/2016,FACTURA,323988,GASTOS DE TITULACIÓN: 2DA GENERACIÓN PARA 36 ALUMNOS Y 1A GENERACIÓN PARA 6 ALUMNOS.. ,EBC,EMP,BIM011108DJ5,101702,29/09/2016,FACTURADO
206,g.velazquez004,27/09/2016,FACTURA,14848,"IMPARTICIÓN TALLER EXCEL, 10 PARTICIPANTES, DURACIÓN 16 HORAS. 2 DE 2.. ",EBC,EMP,DMS010309DR0,101526,27/09/2016,FACTURADO
879,g.velazquez004,27/09/2016,FACTURA,1102,SERVICIOS ADMINISTRATIVOS DE CAPACITACIÓN PARA EL TALLER DE EXCEL BÁSICO INTERMEDIO Y TALLER EXCEL INTERMEDIO AVANZADO. INSTALACIONES EBC CAMPUS QUERETARO. O.C. 93093. ,EBC,EMP,SME7811306Z7,101525,27/09/2016,FACTURADO
879,g.velazquez004,27/09/2016,FACTURA,38976,"TALLER DE EXCEL BÁSICO INTERMEDIO (2 Y 5 DE SEPTIEMBRE) Y TALLER DE EXCEL INTERMEDIO AVANZADO ( 7 Y 9 DE SEPTIEMBRE), INSTALACIONES EBC CAMPUS QUERETARO, O.C. 93089.. ",EBC,EMP,SME7811306Z7,101523,27/09/2016,FACTURADO
25,g.velazquez004,26/09/2016,FACTURA,195421.37,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO,  4 DE 9, OC 378217. ",EBC,EMP,DKR900301AQ7,101488,26/09/2016,FACTURADO
1417,g.velazquez004,26/09/2016,FACTURA,39084.27,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO,  2 DE 9, OC 71513. ",EBC,EMP,CMP8011309T6,101487,26/09/2016,FACTURADO
1418,g.velazquez004,26/09/2016,FACTURA,19542.14,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 3 DE 9, OC 23047. ",EBC,EMP,AME8006261Q6,101485,26/09/2016,FACTURADO
549,g.velazquez004,26/09/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA.  Y 6TA. GENERACIÓN, 7 DE 10.. ",EBC,EMP,CSS050613BF7,101418,26/09/2016,FACTURADO
35,g.velazquez004,23/09/2016,FACTURA,70727.75,ESTA FACTURA SUSTITUYE AL FOLIO EMP96034 DE FECHA 25-08-2016 POR CONCEPTO DE: IMPARTICIÓN DE MATERIAS: GRUPO 3 ADMINISTRACIÓN DEL CONOCIMIENTO.. ,EBC,EMP,DOC960723EK2,101253,23/09/2016,CANCELADO
1403,g.velazquez004,22/09/2016,FACTURA,103008,"CURSO TALLER ADMINISTRACIÓN DE PROYECTOS, DURACIÓN: 40 HORAS, LUGAR DE IMPARTICIÓN: EBC CAMPUS LEÓN.. ",EBC,EMP,BMM120509QR6,101110,22/09/2016,FACTURADO
1394,g.velazquez004,20/09/2016,FACTURA,23200,"CURSO PENSAMIENTO FINANCIERO EN VENTAS, DURACIÓN: 8 HORAS, NÚMERO DE PARTICIPANTES: 25, FECHA Y HORARIO: 20 DE SEPTIEMBRE DE 8:00 A 17:00 HORAS.. ",EBC,EMP,GHN571231C19,100315,20/09/2016,FACTURADO
1140,g.velazquez004,08/09/2016,FACTURA,48720,"S030400001 CURSO: ""REINGENIERIA E INNOVACIÓN DE PROCESOS"" LOS DÍAS 8,10,12,15,17,19,22 Y 24 DE AGOSTO DE 2016, DE 9:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HORAS. CONFORME COTIZACIÓN ANEXA.. ",EBC,EMP,HCD1108216E6,98295,08/09/2016,FACTURADO
35,g.velazquez004,08/09/2016,FACTURA,56582.19,"IMPARTICIÓN DE MATERIAS: GRUPO 3 ""ADMINISTRACIÓN DEL CONOCIMIENTO"".. ",EBC,EMP,DOC960723EK2,98294,08/09/2016,FACTURADO
647,g.velazquez004,08/09/2016,FACTURA,13920,"Curso ""Administración del Tiempo"". ",EBC,EMP,FSF960304BW5,98221,08/09/2016,FACTURADO
1371,g.velazquez004,08/09/2016,FACTURA,24650,"IMPARTICIÓN CURSO PLANEACIÓN FINANCIERA Y PRESUPUESTOS, DURACIÓN: 25 HORAS. 1 DE 2.. ",EBC,EMP,SPO830427DQ1,98217,08/09/2016,FACTURADO
734,g.velazquez004,06/09/2016,FACTURA,40600,"CONFERENCIA MAGISTRAL: EL IMPACTO DE LA GLOBALIZACIÓN Y EL DESARROLLO TECNOLÓGICO  EN LA INDUSTRIA ELÉCTRICA NACIONAL, 20 DE OCTUBRE 2016, SEDE: HUATULCO, OAXACA.. ",EBC,EMP,CNA780113GI9,97957,06/09/2016,FACTURADO
464,g.velazquez004,06/09/2016,FACTURA,194880,"IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL, MÓDULO 12.. ",EBC,EMP,ARG990409TB3,97952,06/09/2016,FACTURADO
67,g.velazquez004,06/09/2016,FACTURA,41820.75,"DESARROLLO DE ARTÍCULOS 2016, ENTREGA 8 DE 11.. ",EBC,EMP,AME860107KD9,97951,06/09/2016,FACTURADO
1312,g.velazquez004,01/09/2016,FACTURA,104400,"ESCUELA DE SERVICIO FRAICHE, 2 DE 3.. ",EBC,EMP,SEA110427BU8,97439,01/09/2016,FACTURADO
1349,g.velazquez004,31/08/2016,FACTURA,69600,CURSO: ACTUALIZACIÓN CONTABLE GUBERNAMENTAL.. ,EBC,EMP,INC461125HL8,96741,31/08/2016,FACTURADO
1196,g.velazquez004,29/08/2016,FACTURA,37120,CURSO EXCEL BÁSICO-INTERMEDIO PARA 15 PERSONAS.. ,EBC,EMP,COS621024897,96322,29/08/2016,FACTURADO
95,g.velazquez004,29/08/2016,FACTURA,214963.51,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 1 DE 9.  OC 18089. ",EBC,EMP,GCO9311174I0,96300,29/08/2016,FACTURADO
35,g.velazquez004,25/08/2016,FACTURA,20707.16,SERVICIOS ADMINISTRATIVOS DE CAPACITACIÓN.. ,EBC,EMP,DOC960723EK2,96035,25/08/2016,FACTURADO
35,g.velazquez004,25/08/2016,FACTURA,42436.63,IMPARTICIÓN DE MATERIAS: GRUPO 3 TÉCNICA DE VENTAS.. ,EBC,EMP,DOC960723EK2,96034,25/08/2016,FACTURADO
549,g.velazquez004,24/08/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y  6TA. GENERACIÓN, 6 DE 10.. ",EBC,EMP,CSS050613BF7,95917,24/08/2016,FACTURADO
78,g.velazquez004,23/08/2016,FACTURA,46400,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,AIL0501146I3,95749,23/08/2016,FACTURADO
76,g.velazquez004,23/08/2016,FACTURA,46400,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,SAM011217V64,95748,23/08/2016,FACTURADO
77,g.velazquez004,23/08/2016,FACTURA,23200,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,AIF050114QM3,95747,23/08/2016,FACTURADO
1111,g.velazquez004,23/08/2016,FACTURA,43500,"TALLER: LIDERAZGO, MANEJO DEL PODER.. ",EBC,EMP,LMS011201U16,95734,23/08/2016,FACTURADO
1280,g.velazquez004,22/08/2016,FACTURA,18560,"TALLER FINANZAS PARA NO FINANCIEROS, 18 DE AGOSTO 2016.. ",EBC,EMP,SAS110530V18,95554,22/08/2016,FACTURADO
78,g.velazquez004,22/08/2016,FACTURA,23786.67,ASESORÍA PARA LA GENERACIÓN DE ESTRATEGIA ENDOMKT.. ,EBC,EMP,AIL0501146I3,95553,22/08/2016,FACTURADO
76,g.velazquez004,22/08/2016,FACTURA,23786.67,ASESORÍA PARA LA GENERACIÓN DE ESTRATEGIA ENDOMKT.. ,EBC,EMP,SAM011217V64,95549,22/08/2016,FACTURADO
3,g.velazquez004,18/08/2016,FACTURA,151032,TALLER DE INTELIGENCIA EMOCIONAL PARA TRAINERS Y PARA LÍDERES. . ,EBC,EMP,AAC030707E87,95275,18/08/2016,FACTURADO
1315,g.velazquez004,17/08/2016,FACTURA,40600,"TALLER CON ENFOQUE A RESULTADOS, DURACIÓN 8 HORAS.. ",EBC,EMP,MDM8202268Y6,94679,17/08/2016,FACTURADO
1280,g.velazquez004,16/08/2016,FACTURA,18560,TALLER PRESENTACIONES EFECTIVAS.. ,EBC,EMP,SAS110530V18,94206,16/08/2016,FACTURADO
1312,g.velazquez004,15/08/2016,FACTURA,104400,"ESCUELA DE SERVICIO FRAICHE, 1 DE 3.. ",EBC,EMP,SEA110427BU8,93698,15/08/2016,FACTURADO
464,g.velazquez004,08/08/2016,FACTURA,194880,IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL- LABORATORIO 1.. ,EBC,EMP,ARG990409TB3,92510,08/08/2016,FACTURADO
1140,g.velazquez004,04/08/2016,FACTURA,48720,"S030400001 CURSO: ""EVALUACIÓN DE RIESGOS"", LOS DÍAS 11,13,15,18,20,22,25 Y 27 DE JULIO DE 2016, DE 9:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HORAS. CONFORME COTIZACIÓN ANEXA.. ",EBC,EMP,HCD1108216E6,92261,04/08/2016,FACTURADO
379,g.velazquez004,02/08/2016,FACTURA,88992,CURSO DE INGLÉS.. ,EBC,EMP,OEA1206084U8,91659,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,16900,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,PCM140723MTA,91658,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,11850,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,PCM140723MTA,91657,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,2850,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,PCM140723MTA,91656,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,18400,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,PCM140723MTA,91655,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,1082.97,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,PCM140723MTA,91654,02/08/2016,FACTURADO
379,g.velazquez004,02/08/2016,FACTURA,45000,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,OEA1206084U8,91653,02/08/2016,FACTURADO
379,g.velazquez004,02/08/2016,FACTURA,60000,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, MATERIAS TERCERA Y CUARTA GENERACIÓN.. ",EBC,EMP,OEA1206084U8,91652,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,13256.78,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,PCM140723MTA,91651,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,64670,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,PCM140723MTA,91650,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,232000,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,PCM140723MTA,91649,02/08/2016,FACTURADO
507,g.velazquez004,02/08/2016,FACTURA,232000,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,PCM140723MTA,91648,02/08/2016,FACTURADO
1280,g.velazquez004,02/08/2016,FACTURA,18560,TALLER DE COMUNICACIÓN EFECTIVA.. ,EBC,EMP,SAS110530V18,91647,02/08/2016,FACTURADO
67,g.velazquez004,01/08/2016,FACTURA,41820.75,"DESARROLLO DE ARTÍCULOS 2016, ENTREGA 6 DE 11.. ",EBC,EMP,AME860107KD9,91471,01/08/2016,FACTURADO
67,g.velazquez004,01/08/2016,FACTURA,41820.75,"ESTA FACTURA SUSTITUYE AL FOLO EMP86572 DE FECHA 28-06-2016 POR CONCEPTO DE: DESARROLLO DE ARTÍCULOS 2016, ENTREGA 5 DE 11.. ",EBC,EMP,AME860107KD9,91470,01/08/2016,FACTURADO
639,g.velazquez004,01/08/2016,FACTURA,531696.44,"DESARROLLO DE CURSOS E-LEARNING, CON TENDENCIA A LA NANOCAPACITACIÓN, 1A ENTREGA, QUE CONTIENE:  GUÍA DE NAVEGACIÓN (VÍDEO TUTORIAL Y PDF); 1ER CUATRIMESTRE (4 MÓDULOS) ; RECURSOS INTEGRADORES (EVALUACIÓN POR COMPETENCIAS E INFOGRAFÍA ).. ",EBC,EMP,VAD011206V10,91469,01/08/2016,FACTURADO
464,g.velazquez004,27/07/2016,FACTURA,194880,IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL- MÓDULO 11.. ,EBC,EMP,ARG990409TB3,90702,27/07/2016,FACTURADO
549,g.velazquez004,21/07/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA GENERACIÓN, 5 DE 10.. ",EBC,EMP,CSS050613BF7,89886,21/07/2016,FACTURADO
549,g.velazquez004,21/07/2016,FACTURA,258700.5,"	SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA GENERACIÓN, 4 DE 10.. ",EBC,EMP,CSS050613BF7,89885,21/07/2016,FACTURADO
549,g.velazquez004,21/07/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA GENERACIÓN, 3 DE 10.. ",EBC,EMP,CSS050613BF7,89884,21/07/2016,FACTURADO
549,g.velazquez004,21/07/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA GENERACIÓN, 2 DE 10.. ",EBC,EMP,CSS050613BF7,89883,21/07/2016,FACTURADO
549,g.velazquez004,21/07/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA GENERACIÓN, 1 DE 10.. ",EBC,EMP,CSS050613BF7,89882,21/07/2016,FACTURADO
98,g.velazquez004,14/07/2016,FACTURA,64960,"CURSO-TALLER : PRESENTACIONES DE ALTO IMPACTO, GRUPO 2; DURACIÓN TOTAL: 16 HORAS ; FECHAS: 18,19, 25 Y 26 DE JULIO.. ",EBC,EMP,AXX970225GL0,88421,14/07/2016,FACTURADO
35,g.velazquez004,13/07/2016,FACTURA,162430.46,Desarrollo de laboratorio 3.. Impartición Laboratorio 3 Grupo 2.. Impartición Laboratorio 2 Grupo 3.. Impartición Laboratorio 3 Grupo 1.. ,EBC,EMP,DOC960723EK2,88390,13/07/2016,FACTURADO
1140,g.velazquez004,07/07/2016,FACTURA,48720,"S030400001 CURSO: ""MECANISMOS DE CONTROL INTERNO Y SU EVALUACIÓN"" , LOS DÍAS 13,15,17,20,22,24,27 Y 29 DE JUNIO DE 2016 DE 9:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HRS. CONFORME COTIZACIÓN ANEXA.. ",EBC,EMP,HCD1108216E6,87960,07/07/2016,FACTURADO
1220,g.velazquez004,05/07/2016,FACTURA,142100,"NOMBRE DEL EVENTO: CURSO-TALLER ANÁLISIS CONTABLE-FINANCIERO DE LA EMPRESA, FECHA: 5 AL 9 DE JULIO 2016, NÚMERO DE ASISTENTES: 25.. ",EBC,EMP,DAI040621D67,87784,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,80708.16,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87653,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,60958,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87652,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,59160,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87651,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,32422,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87650,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,148828,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87649,05/07/2016,FACTURADO
507,g.velazquez004,05/07/2016,FACTURA,278632,CURSO DE PREPARACIÓN PARA PRESENTACIÓN DE EXAMEN CENEVAL.. ,EBC,EMP,PCM140723MTA,87648,05/07/2016,FACTURADO
67,g.velazquez004,04/07/2016,FACTURA,41820.75,"Desarrollo de artículos 2016, 6 de 11.. ",EBC,EMP,AME860107KD9,87457,04/07/2016,FACTURADO
3,g.velazquez004,30/06/2016,FACTURA,15660.46,"EVALUACIONES DE POTENCIAL, 3 PARTICIPANTES.. ",EBC,EMP,AAC030707E87,87081,30/06/2016,FACTURADO
3,g.velazquez004,30/06/2016,FACTURA,125860.46,CURSO DE ADMINISTRACIÓN DE PROYECTOS (30 HORAS).. ,EBC,EMP,AAC030707E87,87080,30/06/2016,FACTURADO
1111,g.velazquez004,28/06/2016,FACTURA,50112,"ESTA FACTURA SUSTITUYE AL FOLIO EMP79203 DE FECHA 10 DE MAYO POR CONCEPTO DE: CURSO DE FINANZAS PARA NO FINANCIEROS, 20 PARTICIPANTES.. ",EBC,EMP,LMS011201U16,86661,28/06/2016,FACTURADO
1196,g.velazquez004,28/06/2016,FACTURA,5568,"ESTA FACTURA SUSTITUYE AL FOLIO EMP79203 DE FECHA 10 DE MAYO POR CONCEPTO DE: CURSO DE FINANZAS PARA NO FINANCIEROS, 20 PARTICIPANTES.. ",EBC,EMP,COS621024897,86660,28/06/2016,FACTURADO
206,g.velazquez004,28/06/2016,FACTURA,14848,"IMPARTICIÓN DEL TALLER EXCEL, 10 PARTICIPANTES, DURACIÓN TOTAL: 16 HORAS. 1 DE 2.. ",EBC,EMP,DMS010309DR0,86574,28/06/2016,FACTURADO
67,g.velazquez004,28/06/2016,FACTURA,41820.75,"Desarrollo de artículos 2016, entrega 5 de 11.. ",EBC,EMP,AME860107KD9,86572,28/06/2016,FACTURADO
1112,g.velazquez004,23/06/2016,FACTURA,24128,ESTA FACTURA SUSTITUYE AL FOLIO EMP79292 DE FECHA 11-05-2016 POR CONCEPTO DE: TALLER CONTROL INTERNO.. ,EBC,EMP,OCM080225PA5,86213,23/06/2016,FACTURADO
245,g.velazquez004,21/06/2016,FACTURA,139200,CAPACITACIÓN PARA EL SEGUNDO SEMESTRE DEL AÑO.. ,EBC,EMP,OWI010726LC1,85837,21/06/2016,FACTURADO
1070,g.velazquez004,21/06/2016,FACTURA,5000,CURSO DE CAPACITACIÓN: CONTABILIDAD PARA NO CONTADORES.. ,EBC,EMP,DABP550625LS4,85830,21/06/2016,FACTURADO
1070,g.velazquez004,21/06/2016,FACTURA,10000,CURSO DE CAPACITACIÓN: CONTABILIDAD PARA NO CONTADORES.. ,EBC,EMP,DABP550625LS4,85829,21/06/2016,FACTURADO
1006,g.velazquez004,20/06/2016,FACTURA,27840,"Esta factura sustituye al folio EMP71541 de fecha 9 de marzo 2016, por concepto de: CURSO DE INTEGRACIÓN Y DESARROLLO PARA EL EQUIPO DE MATERIALES Y SERVICIO AL CLIENTE PARA 10 PARTICIPANTES, SUPPLIER: 11756, SITE: 501, P.O.:6Q232320.. ",EBC,EMP,FME841214V55,85587,20/06/2016,FACTURADO
245,g.velazquez004,16/06/2016,FACTURA,126208,"IMPARTICIÓN DEL PROGRAMA DE CAPACITACIÓN LTT VIRUTAL, 1 GRUPO.. ",EBC,EMP,OWI010726LC1,84675,16/06/2016,FACTURADO
245,g.velazquez004,16/06/2016,FACTURA,76560,"Impartición del programa de capacitación LTT presencial, 1 Grupo.. ",EBC,EMP,OWI010726LC1,84674,16/06/2016,FACTURADO
1140,g.velazquez004,13/06/2016,FACTURA,48720,"S030400001 CURSO: ""CONTABILIDAD Y AUDITORIA GUBERNAMENTAL"", LOS DÍAS 16,18,20,23,25,27,30 DE MAYO DE 2016 Y 01 DE JUNIO DE 2016, DE 09:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HRS. CONFORME COTIZACIÓN ANEXA.. ",EBC,EMP,HCD1108216E6,83718,13/06/2016,FACTURADO
647,g.velazquez004,13/06/2016,FACTURA,3480,"IMPARTICIÓN SESIÓN : ""INTRODUCCIÓN A LA ADMINISTRACIÓN DEL TIEMPO"".. ",EBC,EMP,FSF960304BW5,83554,13/06/2016,FACTURADO
35,g.velazquez004,13/06/2016,FACTURA,169746.57,IMPARTICIÓN DE MATERIA G2 M20: ADMINISTRACIÓN DEL CAMBIO. IMPARTICIÓN DE MATERIA G3 M16: ADMINISTRACIÓN DEL CAMBIO. IMPARTICIÓN DE MATERIA G1 M20: ADMINISTRACIÓN DEL CAMBIO. ,EBC,EMP,DOC960723EK2,83547,13/06/2016,FACTURADO
1007,g.velazquez004,13/06/2016,FACTURA,20462.4,"Curso ""Manejo del Cambio"".. ",EBC,EMP,PPI110628I27,83546,13/06/2016,FACTURADO
1140,g.velazquez004,08/06/2016,FACTURA,48720,"S030400001 CURSO: ""PLANEACIÓN, PROGRAMACIÓN Y PRESUPUESTO DEL GASTO PÚBLICO"", LOS DÍAS 18,20,22,25,27,29 DE ABRIL DE 2016, 2 Y 4 DE MAYO DE 2016, DE 9:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HORAS.. ",EBC,EMP,HCD1108216E6,83103,08/06/2016,FACTURADO
